time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
171,17.0,562.1512713130471,0.030240970478092453
172,14.0,564.3960674930045,0.02480527559695218
173,21.0,548.4285530717316,0.03829122295398305
174,16.0,558.528426805885,0.02864670665287508
175,15.0,544.2928297670288,0.027558694841562367
176,20.0,534.3737280492302,0.03742698967071499
177,14.0,529.1921939510745,0.026455416689865882
178,14.0,531.102727857007,0.026360248715893115
179,12.0,541.7831842087444,0.022149081680203096
180,18.0,542.0380723641694,0.0332079994334912
181,15.0,542.812436548215,0.027633854698293436
182,19.0,546.2891501105885,0.034780115980985016
183,15.0,540.7096452394235,0.027741321302596843
184,22.0,533.1637036934046,0.04126312396661398
185,17.0,543.0169414193803,0.031306573889875455
186,17.0,550.7831842087439,0.030865139836144834
187,19.0,550.6142132435118,0.034506918897128355
188,17.0,559.8102810553775,0.03036743085166442
189,13.0,554.6330579428972,0.023438920226313716
190,22.0,552.6427035011817,0.03980872245416872
191,15.0,562.625698630016,0.02666070895183911
192,20.0,565.4533636729612,0.0353698488414463
193,13.0,553.7269657752059,0.023477274547755278
194,15.0,557.2144026422828,0.026919620040097222
195,17.0,556.8856598529185,0.030526912839684082
196,11.0,553.8652909899307,0.01986042487034989
197,22.0,551.3501259469859,0.03990204946849939
198,14.0,566.3513344459705,0.02471963805593468
199,13.0,563.7903586095732,0.023058216234950808
200,14.0,564.7263344459708,0.02479076881324263
201,17.0,578.8447372148912,0.029368842639557236
202,14.0,574.5196740819677,0.02436818203374981
203,18.0,571.9856643396375,0.03146932016343654
204,13.0,572.1295090390229,0.022722128110181636
205,16.0,575.3251304337048,0.027810361747866833
206,18.0,574.5037469572216,0.03133138834225969
207,15.0,576.5126304337048,0.026018510624330377
208,10.0,576.9875041678575,0.01733139786869768
209,15.0,560.1431499183648,0.02677886894124493
210,14.0,569.5118683519038,0.02458245521821038
211,20.0,566.7171353048692,0.035290974551600365
212,14.0,558.4671353048694,0.02506861928832633
213,12.0,563.3236062701019,0.02130214297152364
214,15.0,571.7304605195942,0.026236139292574782
215,12.0,582.1676448549766,0.020612619244735442
216,20.0,580.9035575584505,0.03442912294092398
217,7.0,568.7012081801238,0.012308748248311971
218,12.0,578.082174081968,0.0207582944744089
219,12.0,568.3332518283866,0.021114372529488227
220,10.0,575.7489895543619,0.017368680069660473
221,11.0,570.5060332026248,0.01928112826125568
222,12.0,584.800134920423,0.0205198311071404
223,9.0,570.7434700697014,0.01576890577285253
224,17.0,559.7008925155058,0.03037336589476501
225,17.0,566.1932175380073,0.030025085913112034
226,15.0,579.4021641474143,0.025888753836590138
227,14.0,584.9746253703163,0.02393266202125835
228,19.0,592.8862370226676,0.03204662009935235
229,13.0,588.764916679108,0.022080119979508452
230,15.0,595.4927079878997,0.025189225323485904
231,8.0,595.218659468472,0.013440438858459126
232,16.0,594.2456255625392,0.02692489319522326
233,19.0,593.4364895543622,0.032016905489360696
234,21.0,594.5015914643835,0.03532370695303363
235,20.0,600.2641545973069,0.03331866453597783
236,18.0,601.9239264214388,0.029904111150745732
237,15.0,604.2515914643831,0.024824096803200822
238,17.0,594.7885187813528,0.02858158734272624
239,19.0,587.5455624296162,0.032337917627070945
240,12.0,587.6904848754205,0.020418911499892292
241,13.0,585.8032374071144,0.02219175171776222
242,17.0,589.6253829653988,0.02883186594597068
243,15.0,608.4364895543619,0.024653353731276827
244,19.0,590.2655480083441,0.03218890220530271
245,12.0,597.2319846831972,0.02009269481165752
246,20.0,611.7952467649983,0.032690675688891654
247,17.0,605.8736738897445,0.028058654357531337
248,12.0,593.7312226013955,0.020211165495765515
249,26.0,601.6043827731758,0.04321777025650898
250,11.0,599.0463245114169,0.018362519808416515
251,14.0,585.5435918488301,0.023909406908195457
252,13.0,592.2145333948488,0.021951504508810282
253,18.0,595.800319832475,0.030211464144667084
254,14.0,613.5533681596805,0.02281790097900078
255,14.0,606.0342077956773,0.023101006213695548
256,9.0,607.550450585041,0.01481358460245309
257,16.0,599.4749410349339,0.026690023059808957
258,19.0,606.0259556484299,0.03135179248167772
259,18.0,615.3019747486437,0.029253928540296265
260,14.0,619.4225330104018,0.022601696344431987
261,17.0,623.3445523028395,0.027272236417558184
262,19.0,627.942139791589,0.03025756482325905
263,16.0,629.8134601351493,0.025404347497696572
264,17.0,616.8725961433255,0.02755836473573902
265,17.0,631.0919503928181,0.02693743754680833
266,11.0,632.404450392818,0.017393931989516123
267,18.0,629.0789408427107,0.028613261120913218
268,17.0,631.864474748644,0.026904503543679372
269,18.0,631.1566058856556,0.028519070912268952
270,16.0,626.919169018579,0.025521631480893245
271,13.0,620.5319215502735,0.02094976833346805
272,15.0,617.8218971944477,0.024278841633997694
273,16.0,619.6906156279857,0.025819335643457866
274,21.0,617.453940842711,0.03401063400994553
275,19.0,625.6814164868853,0.030366891998618684
276,19.0,621.0493728386217,0.03059338086625378
277,18.0,632.676659084026,0.028450551702128485
278,14.0,641.731799771145,0.021815967363613107
279,21.0,640.0194891699163,0.0328115008298205
280,16.0,641.7409989122464,0.024932176730363288
281,12.0,641.8808482905735,0.018695058486256178
282,20.0,641.3013434194082,0.031186586782058382
283,18.0,641.637129857035,0.028053239381596623
284,16.0,641.6400474316738,0.02493609939723064
285,19.0,653.8594016811664,0.029058234769047092
286,12.0,655.4430326259557,0.018308227264119976
287,13.0,660.8742510594936,0.019670913156563132
288,18.0,645.9836395993652,0.027864482777247238
289,19.0,655.4762802864848,0.028986556144633933
290,12.0,652.5513434194075,0.018389357590039263
291,21.0,652.831673505297,0.03216755689447964
292,18.0,663.6086395993651,0.027124420819576715
293,20.0,672.3371929899588,0.02974697846337752
294,16.0,663.5542609940475,0.024112572159556263
295,15.0,678.3612415093864,0.022112112370430065
296,19.0,667.6115571740045,0.0284596631017397
297,19.0,676.715872646399,0.0280767760414687
298,12.0,669.5657463805514,0.017922063762771598
299,24.0,669.5942366382212,0.0358426024102222
300,21.0,666.7765328181795,0.03149480967970179
301,11.0,660.0312902210384,0.016665876547028856
302,16.0,665.1722173457845,0.02405392104896427
303,16.0,664.6581300492581,0.02407252582438769
304,23.0,660.6665671085589,0.0348133251250486
305,19.0,660.2501980533473,0.028776969785118983
306,19.0,668.9525474316742,0.028402612521541568
307,19.0,649.9557806709317,0.02923275792760365
308,21.0,657.1403630962923,0.03195664302380224
309,23.0,654.974309705699,0.035115881125680544
310,20.0,659.4266590840258,0.030329377383348326
311,14.0,664.6193629040688,0.021064688724726128
312,17.0,665.8057851576498,0.025532971294286264
313,15.0,658.0098436116318,0.022796011557622297
314,23.0,658.7428387404661,0.03491499056593406
315,13.0,671.1611783764629,0.01936941590013738
316,16.0,665.3748823887291,0.02404659451910658
317,23.0,647.7956931821823,0.03550502147832529
318,18.0,667.770251251717,0.02695537868939129
319,17.0,658.1474067445545,0.02583007974473138
320,19.0,660.4654262292165,0.02876759213343893
321,21.0,659.8644747486443,0.03182471674657031
322,17.0,663.266125178093,0.0256307375797842
323,15.0,674.4836395993652,0.022239234755804915
324,19.0,677.5616203069277,0.028041729977847943
325,15.0,680.9085764664414,0.0220293891403779
326,21.0,683.3183482905738,0.030732381257630118
327,16.0,699.570634535977,0.02287117155884159
328,21.0,693.2134014889435,0.030293701701228495
329,21.0,683.6434114234969,0.03071776842882659
330,16.0,667.9980425605097,0.02395216599538263
331,16.0,676.844236638222,0.02363911685127063
332,19.0,679.5717122823952,0.027958785889110955
333,21.0,681.8653675830108,0.030797868609221374
334,14.0,681.5032463805519,0.02054282217194662
335,18.0,679.5769161024396,0.02648706801760564
336,15.0,681.4456345359769,0.022012027430792905
337,18.0,679.407945137207,0.02649365543755142
338,16.0,684.521144086084,0.023374004058504105
339,14.0,687.846969300809,0.02035336437439114
340,20.0,681.3724112312739,0.029352523921329605
341,21.0,692.7788190635829,0.03031270503966235
342,18.0,690.6127656729896,0.026063810133105964
343,17.0,698.1587072190074,0.024349764350453374
344,21.0,708.3051538284147,0.029648238314368105
345,14.0,702.0580714030536,0.019941370337102155
346,25.0,687.7081976689005,0.036352627589349075
347,16.0,685.6294548795372,0.023336220295277637
348,22.0,694.826284773203,0.03166259032238681
349,19.0,692.9764110390503,0.02741796069437827
350,16.0,695.0611197302583,0.023019558346479424
351,16.0,672.2780569817814,0.02379967609211079
352,18.0,683.9974112312739,0.02631588907273484
353,26.0,689.2212072190083,0.037723737644274474
354,21.0,671.6608627118462,0.03126577885632939
355,13.0,660.7085133335185,0.019675847575219212
356,25.0,654.6345279470135,0.03818924748500818
357,25.0,665.3331976689007,0.03757515796234342
358,15.0,659.8727268958914,0.02273165625523202
359,21.0,658.6826249858701,0.03188181865348352
360,16.0,674.303629664812,0.023728183115302823
361,17.0,675.2121929899581,0.02517727045881831
362,19.0,676.6219648140901,0.028080672795215086
363,15.0,684.6449355870999,0.02190916666481602
364,20.0,686.3672074112314,0.0291389212422224
365,25.0,691.2026781842402,0.03616884133851149
366,18.0,689.7751394071422,0.026095460638768306
367,19.0,694.744493656634,0.027348183646620505
368,14.0,697.280343227185,0.0200780075560492
369,22.0,708.826284773204,0.031037223749453818
370,17.0,704.122095566656,0.024143540029544053
371,17.0,697.8912559306596,0.024359095855599987
372,14.0,699.1859889776931,0.020023284534734374
373,22.0,700.5949987200231,0.0314018798880861
374,13.0,704.9523625196225,0.018440962384374083
375,14.0,702.5122606096013,0.019928477814538888
376,23.0,710.4050275625673,0.03237589699908807
377,21.0,689.9430326259557,0.030437295554783722
378,14.0,689.087639407142,0.020316719092574247
379,13.0,693.0122606096015,0.01875868687887957
380,17.0,698.3529352026535,0.02434299212198028
381,16.0,686.9453188713593,0.023291519077948963
382,18.0,677.8779307159339,0.02655345333486441
383,15.0,687.4493141924185,0.02181979047811148
384,17.0,695.45451801246,0.024444445409002896
385,15.0,689.2074355870999,0.021764129673415785
386,13.0,698.5225374971202,0.018610709464837553
387,24.0,696.4715228836252,0.03445941321567889
388,19.0,698.3043917466136,0.027208764866102016
389,13.0,692.8672074112307,0.018762614049194333
390,13.0,685.8191103723746,0.0189554356292893
391,17.0,695.051789836592,0.02445860905414938
392,25.0,683.6852268958914,0.03656653532431364
393,23.0,683.6548968100012,0.033642704977789505
394,16.0,689.2443629040691,0.02321382786880612
395,17.0,685.9085764664425,0.024784644168728675
396,14.0,685.4292609940475,0.020425156608716157
397,16.0,679.5545766586653,0.023544834439451757
398,15.0,653.4694215502736,0.022954402310691745
399,17.0,665.9617465727752,0.02552699173411497
400,18.0,656.0800185891296,0.027435677798431028
401,20.0,671.952863096292,0.029763992533407755
402,25.0,679.493600822268,0.03679210513498145
403,17.0,688.8790084623532,0.02467777329715083
404,17.0,684.9744404582642,0.024818444303741603
405,15.0,675.34347455642,0.022210920168958943
406,15.0,673.9954406504881,0.022255343427135296
407,10.0,682.8771686341331,0.014643922010164212
408,17.0,679.4407463805518,0.02502057771860267
409,25.0,673.5040084623528,0.037119303947539074
410,12.0,683.6360521106162,0.017553199488166155
411,15.0,685.5769161024388,0.021879383111783043
412,11.0,680.4966491494725,0.01616466446050615
413,14.0,678.7163190635829,0.020627174574667128
414,17.0,678.1227268958914,0.02506920845702598
415,15.0,683.0769161024392,0.021959459683674173
416,13.0,681.2259646218675,0.01908324208871867
417,13.0,672.8705714030535,0.01932020889677596
418,15.0,677.6786296648118,0.022134385449662453
419,12.0,661.7883338693017,0.018132685914602282
420,14.0,670.9577512517168,0.020865695304781946
421,19.0,684.7939841065272,0.02774557084462404
422,16.0,680.3031832476282,0.023518925670197914
423,13.0,674.285416294662,0.019279669537326925
424,17.0,657.1474067445553,0.025869386115691086
425,18.0,656.0749455216527,0.027435889943469786
426,15.0,666.1863046423106,0.022516223908346202
427,15.0,667.4352268958914,0.022474090961248805
428,11.0,669.784338548243,0.01642319679173522
429,17.0,668.712192989959,0.025421997951000815
430,20.0,674.7599743641978,0.029640169482259653
431,22.0,692.7252025400655,0.0317586250930831
432,18.0,683.3764065523318,0.026339803112037336
433,24.0,685.4192997711456,0.03501506305412373
434,15.0,679.4144116157203,0.022077836065220333
435,17.0,687.902610564598,0.02471280053152757
436,23.0,704.7074355870998,0.03263765761296167
437,22.0,704.8915715952768,0.031210473903398584
438,18.0,700.3387171535621,0.025701849061206723
439,20.0,700.1116879265705,0.028566870607790295
440,15.0,708.6997606096008,0.021165521471458493
441,18.0,708.1024887854697,0.025420049053737147
442,21.0,714.0877701597084,0.029408149638668748
443,14.0,712.2530614684996,0.019655935168794176
444,11.0,705.2915129490716,0.015596387873724917
445,22.0,697.3569305237115,0.03154768962212523
446,16.0,700.1856733130752,0.022851081662800452
447,23.0,691.7503288059131,0.03324899033976924
448,22.0,691.609401681167,0.03180986254166342
449,15.0,693.7129550717602,0.02162277623667608
450,13.0,684.4459502005946,0.018993464708484308
451,13.0,698.231484106528,0.018618467221705248
452,18.0,684.2802124746195,0.026305013168370164
453,18.0,687.937066724112,0.026165184099926773
454,18.0,693.6415715952771,0.025950001754656307
455,20.0,676.94658152983,0.029544428682691692
456,14.0,702.8017898365915,0.01992026799370437
