time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
233,19.0,488.27219939890927,0.03891272127184402
234,14.0,492.4897138201814,0.0284269896550808
235,12.0,496.73527208193985,0.02415773687603267
236,16.0,490.608747918337,0.03261254526725895
237,23.0,498.53965068725796,0.04613474568831893
238,19.0,512.8648445727468,0.037046797418583764
239,18.0,518.871126139209,0.034690695036228986
240,16.0,509.9671894643562,0.031374567483068064
241,8.0,505.53444686721514,0.015824836565689653
242,11.0,500.5248013089308,0.02197693295363929
243,19.0,492.3950439060711,0.038586903412505556
244,24.0,491.0436460083159,0.0488754924233223
245,16.0,486.981908090117,0.032855430015357304
246,20.0,504.4373057956489,0.03964813817339303
247,21.0,492.69206319850883,0.042622971970910285
248,23.0,498.6099564173224,0.04612824052945636
249,15.0,503.30589347662175,0.029802949248987368
250,18.0,509.0286117179364,0.03536147003456494
251,14.0,495.9701070389947,0.028227507668923436
252,22.0,501.497073133062,0.0438686508428789
253,14.0,508.99200006558476,0.027505343891841266
254,20.0,517.0238543150773,0.038682934710033486
255,20.0,520.9480291003525,0.03839154557228838
256,26.0,523.1821019756072,0.04969588963731833
257,14.0,515.7501214602673,0.02714492816862776
258,20.0,527.5168106668146,0.03791348369489635
259,20.0,522.9276602373653,0.03824620788068789
260,26.0,509.5788642496311,0.05102252433150993
261,25.0,512.3100195502459,0.04879857712317897
262,22.0,527.9610386504597,0.04166974149500689
263,18.0,529.9683979633412,0.03396428932210613
264,10.0,532.8988543150772,0.01876528710659882
265,20.0,528.4916844009675,0.03784354719349939
266,18.0,524.446951353934,0.03432186983551044
267,17.0,519.4875583273441,0.03272455658945312
268,20.0,517.6240437138482,0.03863808152438984
269,18.0,519.2827377915604,0.03466319731048942
270,11.0,529.0768395093586,0.020790930879153378
271,23.0,531.7905435216251,0.043250110932190194
272,19.0,535.8127522128331,0.03546014894481815
273,14.0,535.8760142946343,0.026125446234849668
274,19.0,542.0590725563923,0.035051530288746094
275,13.0,544.4049509694876,0.02387928320058319
276,16.0,530.2188443805238,0.030176219064211966
