time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
0,8.0,202.05287687530918,0.039593596110670363
1,10.0,214.79183790598807,0.04655670391151867
2,7.0,213.19456608185672,0.032833857488245397
3,11.0,229.70205614730318,0.04788812161501039
4,3.0,225.13175041723878,0.013325530470224977
5,5.0,221.53263876488717,0.022570037660710147
6,11.0,227.12623093257835,0.048431217983207375
7,8.0,220.20865337838262,0.036329180880342926
8,9.0,234.97166292848976,0.0383024909805359
9,7.0,239.71798327204945,0.02920097985329657
10,6.0,240.5286434438291,0.024945054003105396
11,6.0,230.06373093257832,0.026079730062963897
12,9.0,225.73054640497287,0.039870545406174275
13,6.0,216.3587796442297,0.027731714931402925
14,5.0,210.656876683086,0.023735280227865727
15,7.0,219.44241058901875,0.031899029823865284
16,8.0,218.9908232924928,0.036531211124380694
17,6.0,234.183973529719,0.025620882204556893
18,9.0,248.88556082624518,0.036161197821689556
19,10.0,235.3537065767526,0.042489239474708854
20,7.0,234.29273074035524,0.029877154011054004
21,14.0,230.4080851820708,0.06076175664120926
22,7.0,235.2498375215416,0.02975559972218479
23,6.0,231.4117648385112,0.025927808831098326
24,6.0,233.42769196325725,0.025703891211606683
25,9.0,236.04977438861806,0.03812755179838869
26,7.0,234.1695705685753,0.029892867732573682
27,11.0,235.59114344382914,0.04669105909162785
28,6.0,231.5134784008842,0.025916417659323135
29,9.0,241.8973618773673,0.03720586256150513
30,7.0,230.07705614730313,0.03042458955802339
31,6.0,243.47946865855386,0.024642734901044846
32,10.0,229.34222119024804,0.04360296132173858
33,10.0,241.31601717798208,0.041439437451947184
34,10.0,234.2457114479178,0.042690215919805215
35,8.0,233.9036434438291,0.03420211794144696
36,5.0,221.78784258493008,0.022544067076559125
37,8.0,203.76150782009825,0.039261586182721166
38,10.0,213.35034258493008,0.04687126291357709
39,10.0,225.01271631908287,0.044441932720901606
40,7.0,227.64184239270682,0.03075005862904695
41,10.0,226.30269196325744,0.044188603826346005
42,6.0,227.7375900532359,0.026346111762214755
43,7.0,220.05744936611654,0.031809875194699175
44,10.0,223.5626531861595,0.04473019020611215
45,9.0,220.5182358037435,0.04081295121556209
46,8.0,232.20389597552324,0.034452479646781144
47,6.0,252.39184239270688,0.023772559141053192
48,9.0,233.5867017055876,0.03852959065856236
49,8.0,237.01011440906157,0.0337538337549283
50,7.0,238.46093962378637,0.029354912427350652
51,9.0,220.2659495583398,0.04085969718899404
52,11.0,228.163920331349,0.048210952827359155
53,12.0,217.31296885077705,0.05521989811956449
54,6.0,225.11182797143456,0.02665341956514771
55,5.0,243.4920317914775,0.020534552868990457
56,9.0,243.61703179147756,0.03694322984652195
57,8.0,232.94057076079866,0.03434352364584449
58,5.0,217.3639834642725,0.023002890912798512
59,8.0,243.0889879509913,0.03290975896289002
60,7.0,228.68873093257835,0.030609291378086
61,12.0,228.21201737020525,0.05258268227187009
62,7.0,223.4497699018994,0.03132695103276764
63,6.0,229.8577018978108,0.02610310618465791
64,7.0,246.28384726387193,0.028422489244697004
65,10.0,233.11994936611654,0.042896371705601774
66,6.0,235.98974554607364,0.02542483354993315
67,8.0,234.3869542372817,0.03413159246013836
68,7.0,242.07261440906157,0.02891694303004135
69,13.0,233.804085374294,0.05560210797509575
70,7.0,240.41728432317157,0.029116043048679156
71,9.0,240.81925041723895,0.037372427596243936
