time_min,frame_index,tubulin_length_um,n_tubulin_tips
0.0,0,84.2436642740522,33.0
10.0,10,84.5409992311072,29.0
20.0,20,85.49626618407355,24.0
30.0,30,110.13687764420204,32.0
40.0,40,141.51353256037032,32.0
50.0,50,137.5467802208994,36.0
60.0,60,150.84011985689634,36.0
70.0,70,176.49742052357215,28.0
80.0,80,181.1024980777679,40.0
90.0,90,170.4448817464744,29.0
100.0,100,177.12457601641012,28.0
110.0,110,183.58764869944068,38.0
